Summary,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars)
Partly Cloudy,rain,27.05,27.272222222222226,0.47,11.0446,260.0,15.826300000000002,1009.11
Foggy,rain,2.805555555555554,2.805555555555554,1.0,3.22,100.0,0.6118,1019.81
Partly Cloudy,rain,19.377777777777776,19.377777777777776,0.66,10.6743,71.0,14.731500000000002,1016.56
Overcast,rain,12.77777777777778,12.77777777777778,0.59,14.49,20.0,11.27,1021.3
Overcast,rain,13.977777777777776,13.977777777777776,0.84,11.431,175.0,9.7083,1026.57
Partly Cloudy,rain,10.377777777777778,10.377777777777778,0.67,6.118,201.0,16.1,1010.75
Overcast,rain,20.98333333333333,20.98333333333333,0.6,11.0446,232.0,15.8746,1013.78
Mostly Cloudy,rain,12.77777777777778,12.77777777777778,1.0,3.5420000000000007,171.0,5.2808,1009.08
Overcast,snow,-0.0222222222222217,-2.083333333333333,0.78,6.118,30.0,15.8746,1016.83
Overcast,rain,6.0888888888888895,4.061111111111113,0.85,9.5956,170.0,9.982,1007.38
Overcast,rain,18.93888888888889,18.93888888888889,0.89,7.438200000000001,83.0,9.982,1014.3
Mostly Cloudy,rain,24.73888888888889,24.73888888888889,0.4,9.0643,52.0,10.3684,1016.13
Overcast,snow,-1.71111111111111,-7.399999999999999,0.87,,11.0,6.295100000000001,1020.49
Overcast,rain,12.244444444444444,12.244444444444444,0.72,3.22,180.0,16.1,1015.8
Overcast,rain,2.82777777777778,1.0666666666666675,0.89,6.488300000000001,243.0,5.9731000000000005,1021.13
Partly Cloudy,rain,28.87777777777778,28.08888888888889,0.35,15.504300000000002,125.0,10.3523,1008.29
Clear,rain,27.75555555555555,27.45,0.4,9.8532,153.0,9.982,1023.06
Partly Cloudy,rain,18.833333333333336,18.833333333333336,0.8,10.2074,315.0,15.150100000000002,1011.78
Clear,rain,12.983333333333333,12.983333333333333,0.7,8.5974,110.0,9.982,1022.04
Overcast,rain,2.2222222222222223,0.0,0.86,7.615300000000001,22.0,7.0518,999.26
Mostly Cloudy,rain,23.86111111111111,23.86111111111111,0.66,9.1126,319.0,9.982,1020.04
Mostly Cloudy,rain,16.177777777777777,16.177777777777777,0.93,,288.0,5.506200000000001,1017.12
Overcast,rain,6.111111111111111,1.888888888888888,0.79,25.76,310.0,15.134000000000002,1002.3
Mostly Cloudy,rain,3.955555555555554,0.8833333333333352,0.62,12.654600000000002,270.0,9.982,1032.67
Foggy,snow,-1.083333333333333,-4.444444444444445,1.0,9.4829,191.0,2.1252000000000004,1014.83
Partly Cloudy,rain,24.79444444444444,24.79444444444444,0.74,3.6708,153.0,11.4471,1008.84
Partly Cloudy,rain,21.06666666666667,21.06666666666667,0.73,22.9908,0.0,11.27,1014.63
Foggy,rain,0.0944444444444453,-3.4000000000000004,0.92,10.8675,163.0,,1016.85
Foggy,snow,0.0,-4.16111111111111,0.96,13.7977,19.0,3.0107000000000004,1014.66
Foggy,snow,-0.5555555555555556,-0.5555555555555556,0.96,3.22,80.0,0.161,995.7
Partly Cloudy,rain,31.877777777777776,34.06111111111111,0.5,1.6744,284.0,11.2056,1013.24
Overcast,rain,15.994444444444444,15.994444444444444,0.93,9.499,19.0,6.5688,1021.09
Mostly Cloudy,rain,7.266666666666666,3.916666666666665,0.74,20.2055,150.0,9.982,1004.99
Mostly Cloudy,rain,17.26111111111111,17.26111111111111,0.62,10.9158,282.0,9.982,1013.6
Partly Cloudy,rain,10.083333333333334,10.083333333333334,0.84,5.2003,132.0,,1022.71
Mostly Cloudy,rain,25.022222222222226,25.022222222222226,0.36,23.184,141.0,9.982,1018.98
,rain,,,0.41,7.808499999999999,282.0,11.2056,1013.41
Partly Cloudy,rain,21.36666666666666,21.36666666666666,0.41,11.3505,321.0,10.577700000000002,1022.88
Foggy,snow,-3.811111111111111,-8.805555555555555,0.98,13.7011,359.0,1.7549,1027.29
Partly Cloudy,rain,25.04444444444444,25.04444444444444,0.53,17.4685,290.0,10.2557,999.12
Partly Cloudy,rain,10.97222222222222,10.97222222222222,0.6,13.8782,288.0,10.3523,1024.93
Clear,rain,5.050000000000002,2.4777777777777783,0.48,11.237800000000002,278.0,9.4507,1033.99
Humid and Partly Cloudy,rain,22.355555555555554,22.355555555555554,0.8,2.5277000000000003,17.0,10.8997,1007.47
Mostly Cloudy,rain,8.91111111111111,7.522222222222221,0.63,9.0643,15.0,9.982,1029.29
Overcast,rain,12.388888888888888,12.388888888888888,0.92,10.8192,238.0,8.1949,1013.79
Overcast,rain,1.71111111111111,-2.6611111111111105,0.69,17.259200000000003,359.0,8.1305,1009.76
Clear,rain,13.894444444444442,13.894444444444442,0.77,3.22,300.0,15.826300000000002,1022.71
Overcast,rain,6.044444444444446,6.044444444444446,0.87,0.5635,310.0,6.7781,1037.54
Partly Cloudy,rain,19.71111111111112,19.71111111111112,0.87,3.3005,73.0,14.9569,1013.12
Overcast,rain,,14.88888888888889,0.87,2.8497000000000003,296.0,9.982,1002.12
Partly Cloudy,rain,10.955555555555556,10.955555555555556,0.93,10.8031,161.0,15.826300000000002,992.92
Foggy,rain,3.861111111111113,2.233333333333335,0.96,6.5849,295.0,2.8497000000000003,1034.95
Overcast,rain,8.966666666666667,6.894444444444442,1.0,13.2503,340.0,4.314800000000001,1026.66
Clear,rain,23.33333333333333,23.33333333333333,0.66,14.49,190.0,16.1,1010.6
Mostly Cloudy,rain,9.31111111111111,6.183333333333335,0.74,23.683100000000003,200.0,15.504300000000002,996.38
Partly Cloudy,rain,32.01111111111111,32.016666666666666,0.38,1.0304,44.0,9.982,1012.73
Partly Cloudy,rain,16.116666666666664,16.116666666666664,0.87,3.719100000000001,318.0,14.9086,1019.09
Foggy,snow,-6.205555555555557,-12.466666666666663,1.0,16.9533,291.0,3.0107000000000004,1005.42
Partly Cloudy,rain,16.133333333333333,16.133333333333333,0.56,24.6491,270.0,9.982,1010.29
Partly Cloudy,rain,5.050000000000002,2.438888888888889,0.86,11.431,251.0,9.982,1030.02
Mostly Cloudy,rain,6.111111111111111,6.111111111111111,0.7,3.22,230.0,11.27,1020.7
Breezy and Mostly Cloudy,rain,22.17777777777778,22.17777777777778,0.33,31.185700000000004,249.0,16.1,1010.59
Mostly Cloudy,rain,12.144444444444444,12.144444444444444,0.66,7.647500000000001,76.0,14.5222,1021.87
Foggy,rain,2.7333333333333343,0.4999999999999992,1.0,7.953400000000001,31.0,2.9302,1019.1
Partly Cloudy,rain,,7.977777777777778,0.96,10.5455,170.0,14.9569,1003.12
Partly Cloudy,rain,26.03888888888889,26.03888888888889,0.28,24.5364,291.0,10.3523,1013.3
Foggy,rain,3.888888888888889,0.5944444444444446,0.92,13.8138,141.0,1.9642,1032.59
Mostly Cloudy,rain,17.677777777777777,17.677777777777777,0.78,17.4846,311.0,11.125100000000002,1010.73
Partly Cloudy,rain,14.805555555555555,14.805555555555555,0.88,5.9892,138.0,14.876400000000002,1018.12
Partly Cloudy,rain,12.47777777777778,12.47777777777778,0.75,14.3773,18.0,11.0285,1011.57
Overcast,rain,11.988888888888887,11.988888888888887,0.87,9.2575,19.0,10.8997,1002.32
Foggy,rain,1.0166666666666655,1.0166666666666655,0.96,3.22,320.0,3.0107000000000004,1022.64
Partly Cloudy,rain,28.944444444444443,28.588888888888885,0.4,10.9319,178.0,11.4471,1008.85
Overcast,snow,-2.7444444444444454,-2.7444444444444454,0.92,2.4633000000000003,49.0,4.395300000000001,1007.18
Clear,snow,-2.666666666666667,-7.605555555555556,0.78,14.6349,291.0,9.982,1027.02
Overcast,rain,3.8555555555555534,1.5888888888888886,0.92,8.8389,233.0,6.262900000000001,1004.88
Foggy,rain,10.0,7.799999999999999,1.0,16.1,140.0,0.805,1007.0
Partly Cloudy,rain,11.06111111111111,11.06111111111111,0.77,,149.0,11.2056,1018.08
Partly Cloudy,rain,3.494444444444444,3.494444444444444,0.84,3.22,10.0,14.9086,1026.81
Partly Cloudy,rain,0.166666666666665,-3.166666666666666,0.99,10.2718,153.0,4.2987,1009.14
Partly Cloudy,rain,17.872222222222224,17.872222222222224,0.9,6.118,8.0,15.1823,1014.51
Partly Cloudy,rain,7.73888888888889,5.383333333333332,0.63,13.3308,286.0,11.0768,999.66
Mostly Cloudy,rain,8.722222222222223,6.311111111111111,0.84,15.3433,31.0,8.645700000000001,1022.66
Overcast,rain,17.266666666666666,17.266666666666666,0.93,10.6582,104.0,4.347,1009.86
Mostly Cloudy,snow,-5.783333333333333,-10.133333333333336,0.88,9.7888,23.0,9.982,1031.56
,rain,4.155555555555554,2.194444444444446,0.81,7.856800000000001,183.0,9.982,1014.08
Overcast,rain,2.177777777777779,-0.0499999999999999,0.85,7.631400000000001,350.0,6.1985,1012.73
Mostly Cloudy,rain,15.0,15.0,0.72,14.49,330.0,9.982,1014.3
Overcast,rain,8.316666666666666,4.794444444444446,0.84,24.9711,169.0,15.150100000000002,1006.78
Partly Cloudy,rain,26.03888888888889,26.03888888888889,0.28,24.5364,291.0,10.3523,1013.3
Partly Cloudy,rain,30.944444444444443,30.077777777777776,0.34,8.017800000000001,51.0,10.3523,1020.33
Mostly Cloudy,rain,4.888888888888888,1.761111111111112,0.94,14.168000000000005,39.0,3.3649,1007.77
Partly Cloudy,,22.82222222222222,22.82222222222222,0.53,7.679699999999999,0.0,16.1,1017.83
Mostly Cloudy,rain,5.794444444444444,2.633333333333334,,15.7458,149.0,9.8371,999.78
Mostly Cloudy,rain,19.050000000000004,19.050000000000004,0.76,20.0123,296.0,11.3988,1006.75
Mostly Cloudy,rain,18.72777777777777,18.72777777777777,0.34,5.055400000000001,246.0,9.982,1017.23
Overcast,snow,-11.11111111111111,-17.505555555555556,0.8,12.88,0.0,6.118,1028.1
Overcast,rain,3.888888888888889,0.4777777777777774,0.62,14.49,50.0,9.982,1001.9
Foggy,rain,3.811111111111111,1.161111111111113,0.94,10.4006,172.0,0.7084,1034.43
Partly Cloudy,rain,10.02222222222222,10.02222222222222,0.86,17.0338,159.0,15.826300000000002,1011.64
Partly Cloudy,rain,7.944444444444443,4.288888888888888,0.52,25.309200000000004,298.0,11.3988,1016.04
Partly Cloudy,snow,-2.1888888888888896,-9.038888888888888,0.61,27.7081,340.0,11.0768,1033.03
Partly Cloudy,rain,16.022222222222226,16.022222222222226,0.9,4.2665,171.0,14.9569,1001.59
Foggy,snow,-7.811111111111111,-10.52222222222222,0.99,5.152000000000001,70.0,2.3667,1025.41
Partly Cloudy,rain,27.61111111111111,28.244444444444447,0.53,14.651,353.0,15.552600000000002,1015.75
Breezy and Mostly Cloudy,rain,21.261111111111106,21.261111111111106,0.34,36.788500000000006,313.0,15.3111,1018.79
Partly Cloudy,rain,5.799999999999999,3.433333333333333,0.72,10.980200000000002,209.0,14.9086,1015.34
Overcast,rain,6.111111111111111,3.75,0.86,11.27,330.0,9.982,1013.9
Breezy and Mostly Cloudy,rain,4.827777777777777,-0.5333333333333338,0.83,34.615,160.0,11.0768,1000.26
Partly Cloudy,rain,4.866666666666665,4.866666666666665,0.99,3.059,322.0,9.9015,1015.22
Clear,rain,9.305555555555555,7.672222222222223,0.93,10.835300000000002,198.0,4.588500000000001,1014.27
Foggy,snow,-2.055555555555556,-7.76111111111111,0.99,19.6581,189.0,2.1896000000000004,1013.82
Partly Cloudy,rain,22.73333333333333,22.73333333333333,0.35,14.4739,290.0,16.1,
Mostly Cloudy,rain,10.655555555555557,10.655555555555557,0.89,11.3666,165.0,13.8138,1028.37
Partly Cloudy,rain,27.85,28.716666666666665,0.55,14.3612,342.0,11.2056,1013.94
Partly Cloudy,rain,20.0,20.0,0.49,25.76,310.0,11.27,1017.7
Overcast,snow,-0.5777777777777773,-2.9777777777777774,0.86,6.7781,141.0,9.5956,1004.43
Partly Cloudy,rain,17.77777777777778,17.77777777777778,0.37,14.49,10.0,9.982,1014.5
Mostly Cloudy,rain,13.22222222222222,13.22222222222222,0.68,8.533,351.0,,1019.41
Partly Cloudy,rain,25.92777777777778,25.92777777777778,0.43,4.186000000000001,157.0,10.3523,1012.55
Mostly Cloudy,rain,10.68888888888889,10.68888888888889,0.92,3.4937,310.0,14.9569,1018.6
Mostly Cloudy,rain,6.099999999999998,2.1111111111111094,0.81,23.345,320.0,11.0768,994.69
Clear,snow,-2.216666666666666,-2.216666666666666,0.88,3.2683,295.0,6.118,1038.36
Mostly Cloudy,rain,26.06111111111111,26.06111111111111,0.32,13.7816,325.0,10.3684,1016.87
Mostly Cloudy,rain,1.7777777777777797,-1.0444444444444438,0.88,9.499,167.0,7.4704,1019.58
Mostly Cloudy,rain,22.68888888888889,22.68888888888889,0.41,,291.0,16.1,1021.14
Overcast,rain,8.0,4.866666666666665,0.88,20.0284,141.0,9.6761,1010.96
Mostly Cloudy,rain,22.744444444444444,22.744444444444444,0.71,2.5921000000000003,53.0,10.577700000000002,1019.62
Foggy,rain,1.1944444444444438,1.1944444444444438,0.92,1.61,30.0,0.0,1031.71
Clear,rain,0.5777777777777773,-4.155555555555556,0.73,17.7583,320.0,15.826300000000002,1028.29
Foggy,snow,-7.244444444444444,-12.705555555555556,0.96,12.5419,180.0,2.5277000000000003,1028.73
Mostly Cloudy,snow,-0.7722222222222226,-2.938888888888888,,6.1019000000000005,129.0,8.1305,1031.32
Overcast,rain,2.9055555555555537,2.9055555555555537,0.87,4.4919,37.0,6.0053,1022.26
Clear,,15.266666666666664,15.266666666666664,0.58,10.2879,99.0,15.552600000000002,1011.52
Partly Cloudy,rain,22.15,22.15,0.53,20.1572,309.0,11.2056,1011.19
Partly Cloudy,rain,,17.938888888888894,0.76,0.2093,153.0,10.577700000000002,1011.43
Partly Cloudy,rain,24.26666666666667,24.26666666666667,0.48,4.2343,45.0,15.552600000000002,1014.21
Overcast,rain,5.555555555555555,2.0722222222222206,0.96,17.71,140.0,9.982,1013.2
Partly Cloudy,rain,25.272222222222226,25.272222222222226,0.37,10.1108,351.0,10.3523,1018.83
Mostly Cloudy,rain,3.677777777777776,0.8888888888888897,0.82,10.948,290.0,11.2056,1012.35
Mostly Cloudy,rain,8.333333333333334,5.944444444444446,0.93,14.49,180.0,4.508,997.2
Clear,rain,12.611111111111112,12.611111111111112,0.72,11.0607,120.0,9.982,1022.1
Clear,rain,18.98333333333333,18.98333333333333,0.9,3.22,140.0,16.0517,1016.89
Mostly Cloudy,rain,12.02777777777778,12.02777777777778,0.76,22.4434,158.0,7.486500000000001,1011.49
Foggy,snow,-2.2666666666666657,-2.2666666666666657,0.93,3.1717,298.0,1.932,1038.81
Foggy,rain,11.11111111111111,11.11111111111111,0.93,8.05,40.0,1.61,1004.3
Mostly Cloudy,rain,26.08333333333333,26.08333333333333,0.36,10.8675,164.0,9.982,1016.83
Clear,rain,16.844444444444445,16.844444444444445,0.96,7.1645,333.0,11.6886,1014.63
Partly Cloudy,rain,32.77777777777778,32.327777777777776,0.34,8.05,290.0,9.982,1011.8
Overcast,rain,10.372222222222224,10.372222222222224,0.96,14.3451,301.0,6.021400000000001,1005.13
Foggy,rain,2.755555555555556,1.5722222222222213,1.0,4.9588,138.0,,1029.66
Mostly Cloudy,rain,19.98333333333333,19.98333333333333,0.53,4.4758,328.0,11.27,1012.4
Clear,rain,19.1,19.1,0.65,2.8014,306.0,10.3523,1019.76
Partly Cloudy,rain,13.838888888888889,13.838888888888889,0.47,14.023100000000005,350.0,9.982,1021.39
Mostly Cloudy,rain,6.25,2.272222222222224,0.75,23.6348,150.0,10.3523,1007.51
Overcast,rain,12.2,12.2,0.6,20.5597,142.0,10.2557,1007.03
Breezy and Partly Cloudy,,4.949999999999998,-0.4111111111111102,0.67,35.162400000000005,320.0,9.982,1005.32
Foggy,snow,-1.6666666666666667,-5.466666666666667,0.96,10.6743,41.0,0.1771,1030.3
Mostly Cloudy,rain,3.838888888888887,1.7499999999999991,0.82,8.1305,280.0,10.2074,1013.42
Clear,rain,0.3555555555555558,-3.6000000000000005,0.83,13.1698,280.0,14.9569,1018.44
Mostly Cloudy,rain,19.16111111111111,19.16111111111111,0.47,22.0087,149.0,16.1,1003.76
Mostly Cloudy,snow,-1.1111111111111112,-6.866666666666666,0.81,21.6545,269.0,10.0464,1027.53
,snow,-5.122222222222222,-9.666666666666666,0.58,10.8675,111.0,9.982,1028.29
Clear,rain,2.755555555555556,-1.772222222222223,0.82,20.2055,159.0,15.826300000000002,1016.67
Mostly Cloudy,rain,14.488888888888887,14.488888888888887,0.73,3.1395,159.0,14.9569,1021.96
Clear,rain,14.02777777777778,14.02777777777778,0.89,3.3649,311.0,15.826300000000002,1021.12
Mostly Cloudy,rain,13.538888888888888,13.538888888888888,0.57,15.134000000000002,,10.2235,1029.53
Mostly Cloudy,rain,17.77777777777778,17.77777777777778,0.56,25.76,140.0,9.982,1011.4
Foggy,rain,7.138888888888889,7.138888888888889,0.94,3.7674,30.0,2.7209,1031.11
Mostly Cloudy,rain,0.8333333333333334,-2.4555555555555566,0.91,10.626,160.0,4.6046000000000005,1019.82
Mostly Cloudy,rain,13.833333333333334,13.833333333333334,0.77,15.375500000000002,310.0,6.9874,1022.17
Mostly Cloudy,rain,5.95,1.6611111111111123,0.8,25.9693,160.0,5.9731000000000005,1023.33
Overcast,snow,-5.233333333333334,,0.99,13.7655,151.0,3.7996,1015.92
Partly Cloudy,rain,15.994444444444444,15.994444444444444,0.62,10.980200000000002,329.0,11.2056,1012.52
Partly Cloudy,rain,22.62222222222222,22.62222222222222,0.52,14.651,188.0,10.3523,1016.47
Mostly Cloudy,rain,6.672222222222221,4.183333333333334,0.74,,250.0,10.2235,1021.1
Partly Cloudy,rain,12.255555555555556,12.255555555555556,0.84,11.8013,163.0,15.1823,1005.96
Partly Cloudy,rain,7.777777777777778,5.5444444444444425,0.68,12.5419,,10.0464,1018.02
Partly Cloudy,rain,17.6,17.6,0.74,14.989100000000002,299.0,9.982,1024.74
Overcast,rain,2.7777777777777777,2.7777777777777777,0.82,4.83,140.0,9.982,1014.8
Clear,rain,15.13888888888889,15.13888888888889,0.67,12.8639,50.0,15.3111,1014.48
Clear,rain,9.31111111111111,8.61111111111111,0.83,6.295100000000001,162.0,15.826300000000002,1018.42
Clear,rain,27.15,27.988888888888887,0.56,7.2611,32.0,9.982,1013.67
Partly Cloudy,rain,22.872222222222224,22.872222222222224,0.73,12.6707,352.0,11.27,1009.09
Clear,rain,10.166666666666664,10.166666666666664,0.66,2.1091,19.0,9.982,1017.12
Partly Cloudy,rain,18.40555555555555,18.40555555555555,0.78,13.8299,140.0,14.9569,1011.29
Mostly Cloudy,rain,12.733333333333334,12.733333333333334,0.38,28.5131,300.0,10.2557,1013.94
Mostly Cloudy,rain,24.361111111111107,24.361111111111107,0.61,11.7208,50.0,9.982,1015.19
Overcast,rain,9.02777777777778,7.333333333333335,0.65,10.835300000000002,28.0,9.982,1017.09
Mostly Cloudy,rain,23.79444444444444,23.79444444444444,0.74,12.3487,242.0,9.982,1012.82
Partly Cloudy,rain,14.83888888888889,14.83888888888889,0.47,11.4471,356.0,11.3988,1014.6
Partly Cloudy,rain,18.84444444444445,,,9.4024,161.0,9.982,1014.45
Mostly Cloudy,rain,13.916666666666664,13.916666666666664,0.82,2.3345,325.0,11.27,1020.19
Partly Cloudy,rain,27.2,27.044444444444448,0.41,10.626,231.0,9.982,1011.07
Mostly Cloudy,rain,0.0444444444444434,-5.599999999999999,0.69,23.1357,162.0,8.1949,1016.14
Partly Cloudy,rain,,30.694444444444443,0.49,5.0393,264.0,11.27,1017.39
Mostly Cloudy,rain,14.444444444444445,14.444444444444445,0.64,11.27,310.0,16.1,1016.1
Partly Cloudy,rain,28.86111111111111,27.84444444444445,0.32,8.9999,327.0,16.1,1018.63
Overcast,rain,11.894444444444442,11.894444444444442,0.67,9.821,126.0,14.9569,1024.01
Partly Cloudy,rain,23.28333333333333,23.28333333333333,0.59,14.1841,40.0,15.826300000000002,1014.97
Mostly Cloudy,rain,11.033333333333331,11.033333333333331,0.71,11.1734,217.0,10.2718,1011.8
Breezy and Overcast,rain,4.961111111111111,-0.2888888888888886,0.83,33.7939,168.0,8.5813,1004.91
Overcast,rain,15.0,15.0,0.3,11.27,310.0,11.27,1006.7
Mostly Cloudy,rain,28.883333333333333,27.83888888888889,0.31,4.3631,162.0,9.982,1011.29
Mostly Cloudy,rain,14.405555555555557,14.405555555555557,0.56,4.8783,170.0,9.982,1010.75
Partly Cloudy,rain,23.772222222222226,23.772222222222226,0.45,23.972900000000003,289.0,9.982,1009.91
,rain,1.1111111111111112,-2.622222222222222,0.92,12.88,350.0,1.932,1031.0
Foggy,rain,2.2000000000000006,-0.8666666666666659,0.96,10.835300000000002,162.0,0.161,1033.29
Clear,rain,7.222222222222222,7.222222222222222,0.81,3.22,193.0,0.0,1018.66
Mostly Cloudy,rain,17.31111111111111,17.31111111111111,0.36,2.3023,189.0,10.2557,1014.59
Partly Cloudy,rain,28.97777777777777,29.12777777777778,0.46,15.939000000000002,261.0,9.982,1010.27
Mostly Cloudy,rain,9.000000000000002,8.394444444444444,0.96,5.796,324.0,9.2736,1025.3
Partly Cloudy,rain,23.122222222222224,23.122222222222224,0.64,6.1824,201.0,10.3523,1008.46
Clear,snow,-1.4999999999999996,-1.4999999999999996,0.85,3.3166,283.0,7.212800000000001,1032.81
Mostly Cloudy,rain,18.77777777777778,18.77777777777778,0.79,12.799500000000002,140.0,16.1,1015.28
Overcast,rain,10.077777777777778,10.077777777777778,0.83,9.3863,222.0,10.2557,1011.37
Clear,,5.605555555555558,5.605555555555558,0.89,3.3166,203.0,6.295100000000001,1021.49
Clear,rain,9.000000000000002,9.000000000000002,0.84,4.7656,20.0,14.168000000000005,1024.25
Overcast,rain,1.0888888888888897,-3.161111111111112,0.86,15.6009,11.0,8.1305,1022.79
Overcast,snow,-2.2222222222222223,-7.48888888888889,0.94,16.840600000000002,312.0,6.6493,1019.64
Mostly Cloudy,rain,17.13888888888889,17.13888888888889,0.64,12.1716,214.0,10.3523,1014.11
Foggy,rain,4.911111111111113,4.911111111111113,0.93,4.4919,171.0,1.2880000000000005,1011.33
Mostly Cloudy,rain,22.22222222222222,22.22222222222222,0.46,27.241200000000003,319.0,9.982,1019.46
Breezy and Mostly Cloudy,rain,12.683333333333332,12.683333333333332,0.83,31.8941,302.0,9.7566,1006.49
Clear,rain,4.01111111111111,-0.3388888888888886,0.81,21.4291,253.0,11.0285,1019.71
Mostly Cloudy,rain,8.805555555555555,7.283333333333333,0.89,9.66,,11.0607,1013.8
Partly Cloudy,rain,13.800000000000002,13.800000000000002,0.96,9.9337,202.0,15.005200000000002,1010.4
Mostly Cloudy,rain,9.927777777777775,9.927777777777775,0.71,3.3005,47.0,9.982,1027.9
Foggy,snow,-4.955555555555557,,0.87,3.1878,126.0,2.4472,1037.68
Clear,rain,22.77777777777778,22.77777777777778,0.57,11.27,150.0,9.982,0.0
Overcast,rain,2.1499999999999986,2.1499999999999986,0.93,3.4937,108.0,5.9248,1011.84
Partly Cloudy,rain,17.066666666666666,17.066666666666666,0.87,9.5151,190.0,9.982,1016.71
Foggy,snow,-5.844444444444444,-5.844444444444444,0.93,3.059,155.0,1.9964,1034.07
Clear,snow,-9.122222222222224,-13.816666666666668,0.92,8.9838,140.0,3.3971,1037.3
Mostly Cloudy,rain,22.1,22.1,0.54,20.2538,150.0,16.1,1019.96
Foggy,rain,6.205555555555557,6.205555555555557,0.93,3.22,320.0,3.2039,1021.81
Partly Cloudy,rain,25.97222222222222,25.97222222222222,0.44,7.4704,161.0,9.982,1016.43
Overcast,rain,4.466666666666666,4.466666666666666,0.92,3.0751,330.0,9.7083,1029.71
Overcast,rain,9.9,8.42222222222222,0.85,10.626,2.0,9.982,1025.9
Overcast,rain,12.305555555555555,12.305555555555555,0.93,8.8872,292.0,10.1913,1009.56
Partly Cloudy,rain,27.22222222222222,27.08333333333333,0.41,14.49,290.0,9.982,1015.8
Mostly Cloudy,rain,13.916666666666664,13.916666666666664,0.72,12.9605,280.0,16.1,1009.96
,rain,31.2,32.55555555555556,0.48,12.5419,159.0,16.1,1014.05
Partly Cloudy,rain,17.988888888888887,17.988888888888887,0.66,14.457800000000002,161.0,,1014.87
Overcast,rain,7.872222222222224,5.894444444444444,0.86,11.1412,278.0,12.042800000000002,1018.66
Mostly Cloudy,rain,6.022222222222224,4.43888888888889,1.0,7.6636,118.0,3.3005,1022.0
Foggy,snow,-0.9333333333333332,-2.6333333333333324,0.92,5.0071,321.0,3.1395,1018.75
Foggy,,6.816666666666668,5.0666666666666655,0.94,8.9516,153.0,0.0805,1022.52
Mostly Cloudy,rain,8.361111111111109,6.733333333333332,0.84,9.7566,255.0,10.0625,1016.8
Mostly Cloudy,rain,9.105555555555556,7.327777777777777,0.75,11.4471,163.0,11.0929,1018.51
Mostly Cloudy,rain,3.0055555555555538,0.0,0.87,11.3183,156.0,6.8747,1019.6
Overcast,snow,-0.5555555555555556,-6.061111111111111,0.81,20.93,350.0,4.9910000000000005,1017.6
Partly Cloudy,rain,15.966666666666669,15.966666666666669,0.59,10.8836,160.0,15.552600000000002,1024.87
Breezy and Overcast,rain,5.0,-0.1166666666666671,0.76,32.2,320.0,15.134000000000002,1003.1
Partly Cloudy,rain,11.338888888888889,11.338888888888889,0.65,11.3022,254.0,16.1,1016.9
Partly Cloudy,rain,13.533333333333331,13.533333333333331,0.93,1.6744,158.0,9.9015,1017.68
Mostly Cloudy,snow,-13.066666666666666,-13.066666666666666,0.84,2.8175000000000003,247.0,4.8944,1038.57
Clear,rain,14.716666666666669,14.716666666666669,0.92,6.295100000000001,340.0,14.9086,1017.55
Mostly Cloudy,rain,8.005555555555553,6.072222222222222,0.7,11.0607,193.0,11.6886,1025.99
Partly Cloudy,rain,17.299999999999997,17.299999999999997,0.6,14.1841,22.0,10.3523,1014.19
Overcast,rain,7.772222222222224,7.772222222222224,0.93,3.22,110.0,8.1466,1025.31
Partly Cloudy,rain,3.4111111111111114,0.5388888888888883,0.84,11.0607,343.0,15.826300000000002,1025.14
Mostly Cloudy,rain,27.24444444444445,27.09444444444444,0.41,17.0821,309.0,9.982,1012.52
Overcast,snow,-3.866666666666667,-3.866666666666667,0.85,4.5563,355.0,4.8944,1040.05
Partly Cloudy,rain,28.98333333333333,29.727777777777774,0.51,7.776300000000001,191.0,9.982,1013.15
Clear,rain,10.0,9.372222222222222,0.54,6.44,340.0,16.1,1021.9
Partly Cloudy,rain,6.050000000000001,4.761111111111111,0.93,6.601,262.0,8.1305,1023.5
Mostly Cloudy,rain,7.916666666666667,5.994444444444444,0.82,10.9158,13.0,15.826300000000002,1026.63
Partly Cloudy,snow,0.0,0.0,0.92,3.22,230.0,9.982,1009.6
Partly Cloudy,rain,22.655555555555555,22.655555555555555,0.54,13.6045,28.0,,1020.45
Overcast,rain,17.15,17.15,0.93,6.44,70.0,7.969500000000001,1015.5
Partly Cloudy,rain,28.883333333333333,28.15555555555556,0.36,7.5187,152.0,9.982,1012.44
Partly Cloudy,rain,13.900000000000002,13.900000000000002,0.82,8.790600000000001,212.0,11.4471,1002.52
Mostly Cloudy,rain,6.044444444444446,3.2833333333333314,0.76,13.524,230.0,9.982,1011.92
Partly Cloudy,rain,32.67777777777778,32.56111111111111,0.36,10.8192,4.0,15.552600000000002,1005.19
Mostly Cloudy,rain,20.06666666666667,20.06666666666667,0.57,4.8944,230.0,16.1,1018.1
Partly Cloudy,rain,13.77222222222222,13.77222222222222,0.59,20.7368,299.0,15.826300000000002,1014.05
Overcast,rain,12.916666666666666,12.916666666666666,0.9,26.404,143.0,9.982,1014.88
Mostly Cloudy,rain,22.77777777777778,22.77777777777778,0.38,13.9587,341.0,9.982,1018.22
Mostly Cloudy,rain,16.016666666666666,16.016666666666666,0.68,10.6904,169.0,11.2056,1007.29
